RepRapFirmware height map file v2 generated at 2024-03-22 17:39, min error -1.807, max error 3.153, mean -0.645, deviation 1.060
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,20.43,24.28,24,8
  0.127, -0.111, -0.386, -0.575, -0.770, -0.995, -1.151, -1.391, -1.472, -1.546, -1.559, -1.585, -1.598, -1.585, -1.546, -1.491, -1.326, -1.163, -0.878, -0.675, -0.288,  0.018,  0.437,  0.701
 -0.398, -0.675, -0.840, -1.128, -1.347, -1.568, -1.666, -1.736, -1.800, -1.807, -1.807, -1.800, -1.777, -1.743, -1.620, -1.479, -1.199, -0.942, -0.696, -0.297,  0.020,  0.522,  0.838,  1.094
 -0.197, -0.202, -0.442, -0.657, -0.936, -1.134, -1.369, -1.536, -1.660, -1.730, -1.760, -1.743, -1.730, -1.676, -1.627, -1.456, -1.274, -0.948, -0.678, -0.413,  0.065,  0.401,  0.874,  1.183
 -0.288, -0.515, -0.696, -0.884, -1.211, -1.366, -1.568, -1.660, -1.753, -1.783, -1.783, -1.760, -1.700, -1.637, -1.539, -1.310, -1.093, -0.670, -0.353,  0.147,  0.498,  0.998,  1.321,  1.482
  0.028, -0.054, -0.249, -0.382, -0.652, -0.840, -1.137, -1.338, -1.530, -1.607, -1.666, -1.666, -1.630, -1.575, -1.491, -1.259, -1.055, -0.657, -0.349,  0.147,  0.502,  1.045,  1.344,  1.781
  0.103, -0.090, -0.391, -0.606, -0.956, -1.128, -1.369, -1.530, -1.660, -1.713, -1.723, -1.690, -1.650, -1.507, -1.360, -1.050, -0.808, -0.337,  0.007,  0.373,  0.945,  1.311,  1.822,  1.966
  0.465,  0.326,  0.145, -0.166, -0.403, -0.720, -0.934, -1.163, -1.428, -1.523, -1.614, -1.627, -1.559, -1.491, -1.289, -1.081, -0.670, -0.391, -0.026,  0.520,  0.911,  1.472,  1.829,  2.485
  0.582,  0.403,  0.014, -0.283, -0.706, -0.934, -1.113, -1.381, -1.523, -1.630, -1.670, -1.637, -1.559, -1.338, -1.113, -0.870, -0.394, -0.030,  0.574,  0.968,  1.574,  1.906,  2.814,  3.153
coefficients,
Scanning probe coefficients [2.608e-2, -2.100e-3, 8.337e-7, -1.576e-10], reading at trigger height 9823, rms error 0.060mm
